mean pos,mean neg,Tweet
1,1,Kalimantan dit hehe RT adidid dmn tuh len RT ellnh Lampion raksasa httptweetphotocom11350657
1,2,Preach8 me too Im disappointed Expected better from the dunks
1,1,I uploaded a YouTube video  aster cafe r an b singer livemp4 httpyoutubeoUSxD4Zb6Ya
3,1,My babyshowed up to Love the kids too BozackJenkins Im so glad you are here boo httptwitgoocomdy32x
1,1,This American Lifes Ira Glass on the art of storytelling httpisgd8nkPy
1,2,SlapHoAssNiggas Y nt its vday HeatherI dnt hve a Valentine sooooo I gotta gt sum1 wifey httpurl4eu1OqNs
1,2,Open Question My PSP home button opens but dosnt work  httptinyurlcomyaqfqjo
2,1,live about to pick the mitchel musso autograph winner come watch Broadcasting live at httpustreamcnDW
2,2,RT BeckyMcGrory ChelceeMusic you supporting lady gaga x  Haha I wish Maybe 2years I just have a show of my own tonight X
1,2,I gotta go now Breakfast take a shower and stuff
2,2,aainthea LOL you are silly its just something that comes with the Job
2,1,START NOW Dont waste timeGet A Piece of The Tycoons Business Empire Live Life  Dream Big httpbudurlcomws5a
1,2,IamPhoReal gotta learn to not let them stress u boo we cant let prettiness go to waste
1,1,Update Brief Tampa interview with Allison and Kris alliholics httpbitlycxCLzl
2,2,DazedDr33m3r bad romance isnt really at the best part so if you want i could make another one if you dont like this one just lemme know
2,1,Loving Venus is your key planet and she is in high demand toda More for Libra httptwittascopecomtwittascopesign7
2,1,Louis Armstrong has a new song coming out httpwwwnprorgtemplatesstorystoryphpstoryId123653650
1,1,NOW PLAYING ON FREDNETRADIO Long Tall Sally  Little Richard Greatest Music of All Timefb httpFredNetRadiocom
1,2,kaw din ah careful ka sakinBka we ended up of hookin up din  fcuk fcuk kinikilig akohaha the return  httpplurkcomp3s2xz9
1,1,My new post is up with a surprise video httpbasmaaalblogspotcom201002usforhaitihtml wearetheworld25forhaiti
1,1,OhMYGOD httpwwwyoutubecomwatchvKf2X6s6jHbI
1,1,if u have read any of my tweets and it applys to u giveupmusic
2,1,webosaurpercy im fine lol xd Club Penguin coin code on my blog
2,1,I love my date tinacookie
1,2,Harold Fords Tax Problem Will File First New York State Tax Return This April
3,1,RT ParisHilton Happy Valentines Day Everyone Hope you have someone to spend it with and that you remembered to buy a gift or card for your loved one 
2,1,Lol YB RT itsmefresh RT slickydee All hail the ginger king itsmefresh watiido on the chillz bosslol fresh outa church
1,3,Honest time I hate some of my a hole managers Never felt this way towards my boss ever before I miss green bay bby
1,1,rantbuster what are you doing tonight
2,2,Worrying is using your imagination to create something you dont want  unknown Be positive httpbitly2ie5j1
2,2,geekoo n thnk god i dnt have a boss right nowteachers and parents can suffice fr now
1,1,Daddy kasar dan arogan RT nastyline Sink nyak cang ngeprove ci Asshole ci Nyen kaden ci iban ci Talk to my fist biatchhhh
1,1,books hot trend 4 Change Your Brain Change Your Body Use Your Brain to Get and Keep the Body You Have Alway httpbitly4t2Sc1
1,2,RT marlonlwayans lilduvalsarmsso short he do a hand stand and scrape his head on the floor
2,2,sezeeen nah my mum wanted to see what it was like
3,2,Grizzlyfish of course I did I always miss you MWAH MWAH
1,1,httptwitcamcomf3n2  Fran  MATH
1,2,BigHomieDoe video on the 18th whoa i gotta outswag all the other people gettin cameos what song im wearing a poncho to ur shit
2,2,tryna upload a pic and twitter is trippn lol welp i tried
1,2,bonesbird my brain keeps traveling in the wrong direction
1,2,RT OMGthatssotrue Theres always that one person who always catches you doing something weird omgthatssotrue
2,1,RT DavidCarlson1 Cant wait for the Death Race prequel  httptinyurlcomyklonxw
1,3,Going to sleep feeling misserable and getting ill again
2,1,natasharadmehr thats true on a related note do you know if Susan Boyle is on twitter
1,2,Cyz hes a lib RT nscrwriter Why is everyone so surprised that Brian Williams is a NASCAR fan Thought it was pretty well known already
1,1,TOP 100s by Year  1975 Paul Simon 50 Ways to Leave Your Lover 
2,2,RT SnookeyBaby Sigh  whts the matter
2,3,jq04 Lol Didnt Any One Warn You Thats Like Against Drinkin Rules  Lol I Neverr Doo That I Wake Up W My Stomach In KNOTS Lol
1,2,I have no idea Rinko acted at liar game 2
1,1,joelzougira kpindreswari bsk gw mau nyuruh dia triak2 sir yes sir no sir im sorry sir on my face sir Oohthank you sir biar sexy
1,1,well do you httpwwwyoutubecomwatchvbGzgUiaxCKMfeaturerelated
2,1,Support Lace Up Save Lives add a twibbon to your avatar now  httpbitly7P3atY
1,2,Not feelin so good httpchattercoma1yeto
1,3,God Hates Fags lists of bands that will produce a gay child httpbitlycE715I Who comes up with this stuff and what kind of drugs
1,1,PC Heads for the Heights  Human Planet On location with this  As we walked up the red carpet and onto the he httpbitlybKNbvP
1,1,Just took Wheres Your Perfect Kissing Spot and got In the Rain httprmyyearbookcom3h
1,2,At least you know RT beforetheehype but Im not getting him a real gift on the side like he got me thats fcked up right shrug
1,1,Follow the official Olympic twitter account 2010tweets
2,1,Sign up free and Expand your Twitter followers using httpFollowersTraincom
1,3,Kid Cudi will not leave my head Ah
1,1,Farmers Introduces New Texas Next Generation Home Policy Business Wire via Yahoo Finance Home Insurance httptwirhlcomu4Qd
2,1,HelpMeRick That sounds like a great marketing technique to boost bizyou  talkingdigital should have a friendly showdown gjco
3,1,kathrynyu I think it has to do with the symbolic luck part WHICH HAS NO PRICE
2,1,whereisivana which movie are you watching and did you like it replied to your tweet httpbitlycwDc8D
2,2,Snooki punch RT YourMomLovesit Customer at work just told me my shirt looks stupid Hahahaha Awesome
1,1,43 million will be invested by UK into online scams investigative team
1,1,dotCommonweal  Blog Archive  Tourism and Pilgrimage The current Christian Century has a nifty interview with tr httpbitlyc4oKcD
2,2,I got to be the most famous regluar nigga in the game Who fucking wit me right now
1,3,RT AntixOnline Women are always moaning about the things guys will say to get into their pants Bitch try being a successful DJ
1,2,browsed a Toys R Us and two Targets no toys were boughtoh wellbetter luck next time
1,1,Facebook App by artpublish1 httpbitlycP50Lc
1,3,and then there was dude who was doing psychedelic weird marijuana shit moves in front of the bar completely freaked me out
1,2,nowplaying Pink Please Dont Leave Me  I can cut you into pieces when my heart is broken AlistAnt
4,1,im sooo happy for MikeHoughUK D its all so EXCITINGGGGG D
2,1,DJEIGHTMILE wassup my dude i like what u do i wanted to talk bizness with you
2,1,lildeegodsgift I aready kno  Lol
1,1,Im at o2 Tower GeorgBrauchleRing 50 Munich http4sqcom6mUQRj
1,1,Tarantinos Western Will Be A Slavery Adventure Hes calling it a Southern httpbitlybU5ZnL
1,1,just voted Miley Cyrus on Which Disney Star will still be popular in 5 years vote too  httpbitlyQztFD
2,1,Watch My Name is Khanits worth watchingthe TrioSRKKajolKJ proved again
1,2,Obsessed with Mario Bros Galaxy on the Wii iamglenn and I cant stop playing
1,1,You are my fire
3,1,RT ButsyInMyBed rbutler7 im waiting for you to tweet duuudeee D come onlineee xx
1,2,how does someone dick you over on valentines day 
2,1,RT discountgamesUK 1 lucky winner will WIN this GAME when we have 1000 followers httpbitlycREZW4 RT  Follow 2 enter comp
2,2,Not so chilly outIm feelin this yeah and I likie
2,3,I got my pops whip right now and this nigga aint got NOOO heat Smh
1,2,Im just going to bed I think I might be bpolar
1,1,thanks RT danielhamsi FOLLOWMONDAY nadyey sisatria irinyyyyy heymisella vanniadwini and follow me danielhamsi
2,2,The funny part is when the bottle popped n i got paranoid lmao httpwwwyoutubecomuniq72pu3frR5mzRdbRY
1,3,Sick as a dog but still made something to smoke my bud out of httptwitgoocome0dfr
1,1,My fault RT BeautyButCheeks LegendaryWon NOPE I have a G1
1,1,httpbitlyd2uxSE
2,1,lol good ones RT Percival Lessons learned from Too Fat to Fly with thatkevinsmith and southwestair httpbitlyaDtwaP
1,1,True RT squire225 Halo Legends  Black Dynamite come out on Tuesday And the Waxed Canvas Bean Boots from LL Bean httpbitlynWpPN
1,1,bejeweled writing and looking for the perfect cd to dlbeen listening to a lot of ugly casanova isaac brock3
1,3,oh my god Something just went down next door The dog went mad there was a girl screaming and a guy yelling 00
1,3,My knee hurts so badly frick
1,2,I almost slipped and fell on my way to my dorm roomclasses should be canceled
1,1,RT JavaJoeMyspace iowakyjotex ganjaboy74 LadyPhenom DamienCripps MissJashaJ mlomb brutwit Hype86 R47R twonlinecasino
2,2,kuyimobile I wouldnt expect a huge change just by adding it but you can add value and increase engagement which should help eventually
1,2,I have some of the weirdest cravings
1,1,I just snapped a new picture httpchattercoma1y0cg
1,3,And if you say something wrong a lot of people will hear you take it offensively and hate you 
2,1,cuffsthelegend the new pizza is good actually
3,2,Omg I dnt know why but i really want to watch mouse hunt
1,2,RT myfabolouslife This might fuck up a future collab but this dude Usher look like a Gay Urban Batman in the All Star game show
1,3,Oh how I hate it when quickanddirty comes back to haunt you
2,2,See I got these tiny hands I can hold it I will hold it for you you will gay ass dudes lmfao
1,3,getpersonal those big ones without frames I dont care how hot the girl is who is wearing them I have an instant dislike to her
3,2,twitters pissing me off it load or do ANYTHING l nickjonas dude I love you more than anyone joejonas pancake day tomorrow D night
2,1,Brunch with my darling ryanduffey  Pastis http4sqcom3txOEd
1,1,on palringo but wheres my lavender
1,3,Still sick Coughin up a lung at this point but I got things to do later Gotta make it work
1,3,thatghoulava not much I can doall the fucking ports are closed
2,3,Brrr forgot to turn my heater on in my room so now its freezing Looks like Im guna be sleeping under my duvet tonight P
1,1,Bout to Make breakfast and bring my nefew his formula at my sis house
1,2,36C when i got home i still went for a run cant wait for cool weather to exercise in Oz bbq snags  beer after prob just kept me even
3,2,Nurul54 ur so clever   I worked but had a lovely relaxin dayi work hard to keep ppl happy when not well  able to look after themselves
1,1,httptwitpiccom13d8yu  escalates to where
2,1,steezDOTcom haha ill pinch the cheeks of a 30 yr old PSHH you look about 21 Am i right
2,2,Twitter may be down but Glee never ends Actually it does It my last episode Fail
1,1,Hey hey Le Creuset How many hands did you burn today
1,1,Just used httptwilkcom to put my friends faces on my Twitter background Check it out
1,1,The readiest way to make the wench amends
1,1,RT KimKardashFan1 asHHHleey in 2 eps  the season ends
1,1,httptwitpiccom13flsb  Love Peace and Harmony 
1,1,RT weekinrewind NEW UPDATE 27Inch iMac Giveaway Movie Reviews Trailers Photos Posters News Giveaways httptinyurlcomydcrw2z
1,1,Sy tibaaaRT sherlymarcelina Hiksssssssssssss Cu yah sygRT vilialba Hey kao sherlymarcelina Kami cont httptlgd98pe5
3,2,Ok so I Clearly spent over my Budget o but Im HAPPY 
3,1,DONE CLEANING all i have to do now is go to the Drs and watch Coraline
2,2,jamesthekat HOME MADE ROCKY ROAD Ooooo you have it tougher than I lol Phew Im excited if in a slightly sadistic way oS
1,1,Gospel being shared at Olympics  httpisgd8oWW3 Olympics Christian Jesus ministry
1,1,LickMyJays watchin the AllStar game and tryna get some studyin done
2,1,is yay its finally going to be nice out 
3,1,Monzcupcake Yeah Ive seen it a few times now lool theyre looking like their having the time of their lives chillin with VANILLA ICE lol
3,1,RT jaredleto thank u RT IAmCattSadler Most stylish  kindest celeb Ive talked with at FW so far Thx Jared Leto httptweetphotocom11415563
3,1,RT justinbieber Happy Valentines Day to all my amazing ladies out there You are all my Valentine today
3,2,Noah is rockin out to Imma Be I hate this song but seeing him dancing makes my day 
1,1,Blog Post Clinton Irn se mueve hacia una dictadura militar httpbitly9cSa9E
1,1,World of Warcraft PVP decal at httpbitly6lH06B
1,2,my fault cuz i stuck around long enough to make it happen smh
2,1,Zero just for the banter I guess L what train do you get
2,2,xShadesss whoa Its your bday no sad on your bday And I told you to say something earlier you waited it out
1,1,Alliant RT2S RT2V Oper Maintenance  Parts
1,2,I actually just called my father old man during an argument
1,2,teatimegon3wild Omg  I did not neglect you last night 
1,1,Immigrants in Britain to be taught to queue httpbitlyaJktDm
3,4,mrskutcher you are RIGHT Why in the world would he do that
1,1,jimconnolly Morning Jim like me I see youre in Tweedeckland once more How was your visit to HootSuiteville
2,1,ok back out to make more hay while the sunshinesisnt it a lovely day sacramento at least the ghetto bird is gone
2,1,Salz102782 Im not it was a group on facebook and I thought of you Feel special
1,1,Yeah its ight looking to get a few other things going thou nah mean
1,4,Oh btw Dear JohnWORST MOVIE EVER Waste of my life and time
2,2,TheEllenShow I would love an adorable single fireman I would be crazy not to
2,1,At my favorite dessert spot  Finale  Park Plaza http4sqcom34J7z2
3,1,RT GammaCounter Brought my favorite indestructo travel watch httpbitlycyAkcm  I have one of those Ken Trading Brain rules
2,1,Get free Godiva chocolate and gifts httpgooglfbr6LM
2,2,OvenFreshDreams I have no idea LoL We keep changing up and adding features then subtracting and adding more lol its a hot mess D
1,1,RT vintagebooks Hurray 3 of JonathanCapes authors are up for the Authors Club Best First Novel Award httpbitlyc9LCi7
2,2,Talimn the deep ones You have an accent I dont think ive ever heard it Clearly this should be my goal 
1,1,just left tamworth with Aquablakk performing now off to London SE1 club 500 miles today n its only Monday
2,2,RT Connie321 NikNoble Im glad its not just my earsLOL
1,1,RT airsprout Did you know you can now make absorb fresh Make it fresh here httpwwwfreshappscomabsorb
1,1,The Vicksburg Post Opinion Chief Martins model rescued Choctaw nation httpbitly999vur
1,1,O yeaa Thats wassup RT nyahfnmays for the record everyoneJustNuNu is the wife check her finger when u seeer
2,1,blowin trees and gettin money as alwayso and bumpin breezy to lol yu drewdfiasco
2,2,wants to get Bones on DVD so i dun have to deal with skipping scenes anymore and wants to start reading the books the series was based on
1,2,RT deepakchopra If you examine your suffering you will realize you do not own it You share it with all those who grasp  cling
1,2,Lookin to feel my belly wit that Rallys bullshtthats what I get for not thinkin like an Outkast
1,1,I subscribed to TayZondays channel on YouTube httpwwwyoutubecomuserTayZondayfeatureautosharetwitter
2,1,nuxnixThanks for that Im about to put Win 7 Ultimate on the same MBP good to know it runs well for you
1,1,RT Hokie20 headhokie The allstar game has color vs color with the uniform matchup How about orange at home cont httptlgd96d38
1,3,cant find my wallet eeek
2,2,far distance but near at heart no matter wherere u be i still will feel you 
1,2,should cheryl give ashley the boot
1,2,Been Tweeting a lot because the hospital that Ive been in for a week doesnt have a WiFi connection
3,1,I am so Happy right now For many many reasons And for one quite wonderful reason
2,1,I pleasee  cauasobieray live on httptwitcamcomf84g
2,3,RT MsJaNeeX LOL RT myluleta and by the way I just heard the best quote ever People plan and God laughs AHAHAHAHAHAHAHA snaps
2,4,Wow worst movie ever so so so boring but thanks dad for the quality time lol now what to do hmmm
2,1,just voted I Like this one on Do I Look Nice  Which looks nicer vote too  httpbitly9yoVkg
2,1,DEUCEofEARL HighLife89 hes a brown puppy with heart filled collar O and hes loving and kind lol  lol
1,1,Inspiration in Adversity httpgooglfbBel7
2,1,VampiricAQW hes also the one who made my blade in Flash
2,1,BittluvsVFC same here just making my radio station hope people will listen to me
1,2,Do you sometimes get annoyed that a lowercase l and capital I look the same in some fonts idothistoo via omgidothistoo
1,1,QHi Do you have any sisters Ayes two a twin and older httpformspringmecheyenner24q171271999
3,1,RT AshB1013 RT BossyMinaj EVERYBODY CHECK OUT MY NEW VIDEO RAPPING TO VIDEO PHONE httpyoutubeG9aN2nYdsHA RETWEET
1,2,If you like it then you should have put a ring on it
1,1,BDUTT I have created this account sahayya for emergenciesPlease follow this and retweet and request all your followers to do the same
1,2,uhmm my followers number is decreasing makesmesomad
1,2,RT ft John Podesta former chief of staff says the Obama administration is in a mess and Americas political system sucks wwwftcomvfdc
2,1,If you have only one smile in you give it to the people you love
3,1,httptwitpiccom13gqku  hugs to you ALL who make each of my day brighter thru Jesus 
4,3,Fuck offMiley Haters  Miley is the best  a legend  She works really hard  And u Guyssay shes Lazy  You havent hobbies
3,2,After a long and beautifulunforgettable Valentines Day Im beat Sleep time On air at 6am on wwwlatin httptweetphotocom11465090
4,1,diamondtruths Ring arrived today it is fabulous Thank you so much for your help We are absolutely delighted
1,2,goes to meet Alex Logan  Carlos Do you think shell have food waiting Carlos Shut up Carlos Logan
2,1,RT incubusquotes I come dressed as any pill you deem fit Whatever helps you swallow the truth all the more easily  Vitamin
3,1,youknowWHEN i look through my followers they are all goooorgeous 3 D
3,3,I really want to watch RuPaul at Therapy seeing as this is my only Monday without class but Ive got no gays to go with 
1,3,RTKeyz216 girls go off when a nigga say sumthin wrongbut like the most disrespectful songs Ima start rappin 2 these hoes 16bars4abitch
2,1,freddyadu11 I hope you do a good season there in greece so that you can comeback to Benfica later on and play with us to get titles
1,2,snow pushing michelles car up the steep icy driveway lol I slipped n fell under the car while she was driving mom was httplnkms4ZcKm
1,3,GetalifeUK Taz rang earlier and asked if Id taken too much St John Wort Havent touched a drop or a tablet I couldnt risk it
1,1,httptrafficsmartercomlinks2368 linkedin business and social network lots of business connections
2,1,lacheeka You must share that info I need to go
1,1,Want To Unlock iPhone 313 Software Available To Unlock And  httpbitlybFpXvh
2,3,RT SunshynAndPain My tummy hurts  hope you feel better
1,1,skatin with my shirt offtryin to get a tan
1,1,Me too but 4real tho Why LOL RT BlaqueBerree I bet UnThinkable was dedicated to Swizz Beatz
1,1,mystic canvas just added httpbitlycagM4n thanks for looking
2,2,RT stretch637 SWRIGHT7983 Too bad youre moving to TexasWhy is that We always got twitter
2,2,RT CamCruise4 You niggas can wear sneakers if you want lol them be the same niggas that bitches be loving my Uggs
1,1,Bingung tar lo jadi linglung emg susah dy klo dah tua mahwkwk RT healdydinar Bingung  httpmylocme3T3Of
1,1,Check this video out  Lost Generation httpyoutube42E2fAWM6rA
1,1,RT melyse3 The KEY to social media httpwwwsocialmediaexplorercom20090615thekeytodevelopingasocialmediastrategy
1,2,crisis solved it was my dad wow dad
1,1,Lenovo IdeaPad Atom N270 16GHz Netbook 160GB SATA HDD No Optical Drive 101 WXGA ONLY 28699 after rebates httptinyurlcomy9j46l9
1,1,FOXNewscom  New Breeds Showcased at 134th Westminster Dog Show httplasvegasgroomerblogspotcom
1,2,itswlw solababy Plz RT 1A cool nickname I tried SheSheWaWaBar but it was a noDJM It was off the top of my head 2bcont
2,1,gloriabell heathie You got it BW movie during CampCamp Maybe a good camping movie
2,1,Looking forward toRT achildofthejago London Fashion Week invites  Thanks to everyone who has contacted us httptlgd9ghhi
2,1,Top 10 Amazing Cities You Will Never Visit httpowly179sH
1,1,Hear My Voice here The Sugarloaf EP Badman Digital
1,2,lemmegetthisstr8 U weigh 250 but U thick and not fat tryagain
2,1,Photo fuckyeahqaf Love Gale and Randy together httptumblrcomx2d6i6mrs
2,1,themanwhofell Accepted especially as that RT cracked me up
1,2, d loveJBseyes  im not on the computer im on my phone my computers being so gaay
2,1,Thisisddlovato pulls you in for a hug and holds you tight closes my eyes
3,1,Legion11 Haha I love the little Apple tote bag This will be the first of many I feel now that we have the store on our doorstep P
1,1,kismet and karma they were not changed by external factor
1,1,RT techvibes Vancouver the pros and cons of our splendid isolation  httpowly17ATA
3,1,The princes are royal beauts
1,3,TRAPBOYSTEVIE its like they know I hate touching strangers and will automatically get up and stand for the rest of my ride Fuck faces
2,1,Flowers  One Of The Best Sources To Express Your Feelings  httpbitlyaKIZXB
3,1,Good Morning NorthWest Sunny weather banging music and the drive to conquer Tell me what else I need
1,1,if youve never been in love before how do you know how it feels is that possible
2,3,Clear skies but really cold httpmobyto49sipq
1,2,RT DrudgeReport Privacy group files FTC complaint on GOOGLE Buzz httpdrudgetw9r4v9C
2,1,Having a interesting conversation with my oldest uncle man my family is a trip
2,2,RT slmandel For the LOST fans  RT CarltonCuse Dont miss tonights episode A number of things are illuminated
1,1,TED talks now online from both David Cameron httpbitlybI7dTD and Gordon Brown httpbitlyavhSzm See for yourself 
2,1,Chillin in my set
4,1,TIHIS IS THE WEEK TO BUY SELECT MACBETH SHOES at 50  OFF MidwestTrader92 get in there for a crazy deal 
1,1,I favorited a YouTube video  small looping jam vigeo 0001 httpyoutubeRBwaYLNbTG8a
1,4,Fuck my ankle fucking hurts
1,1,magicfubu someone needs to take a road trip to Pulaski for those
2,2,AshStackz OH SHIT WELL I WAS POPPN B4 POPPN WAS THE THING TO BE OK YOUNGPUNK SO STOPIT5
3,1,I have time to twitter now 
1,2,Said hes sending me an 8x10 framed photo Told him that ish wont go up in my house Hes got a better chance with a 4x6 justsayin
4,1,sitting by a hot idiota my life is amazing now
2,1,darkelegance I KNOW YOU DO BB THATS WHY I DO IT ALL THE TIME
1,1,I subscribed to JesseandStuffs channel on YouTube httpwwwyoutubecomuserJesseandStufffeatureautosharetwitter
3,1,Shen Zhao absolutely golden in pairs victory Chinas Shen Xue and Zhao Hongbo won the pairs gold medal at the Va httpbitly9Qmhfs
1,3,He was like o shit oh fuck over and over again it worried me
1,1,RT DCpierson Kids daneckman is on SlashfilmCast at httpSlashfilmcom live now Im on at 8 PM PST with a big DERRICK announcement
1,1,going to heathers 
1,2,Alrightthe Norwegian curling teams clown pants have got to gomake me queasy httptwurlnlq6vjmb
2,3,DjSelfDestruct shes not worth it downin a miniature patrom bottle lmfao i dont want to get a hangover just for her
3,2,I think that maybe gaga is a bit borderline Love her tho
1,1,RT wilkersonrick New Blog Post on Google Buzz zzz httpbitly9UbRUo
1,2,if I ask anything else for you Dont answer yes and then just stare at me
3,1,jessicaalba going to watch valentines day on thursday Soo exciting I was jw if bradley cooper was in it coz my friends were debating itX
1,2,RT bieberscap becauseofbieber were all are here and going crazy over geting his attention
2,2,Someone just DMed me I still have a JETS bg on my Twitter page When I have time to turn on my laptop I will be sure to change it 
1,1,RT anasousaetsy giveaway here httpcrearescreerwordpresscom enjoy
2,1,HookedOnPop and so is lily allen so perfect match really
1,1,LIVE streaming view of the olympics at the main plaza See if you can see yourself on the SundialHotel Cam httpowly16Ak5
1,2,Sometimes I feel it might just be easier to spell my name the way everyone thinks its spelt
1,1,RT consumernz Help pick this months Consumer magazine cover with our short survey httpbitlycoverspanel
1,1,At the doctors getting prescriptions for the year
1,1,BRIANMBENDIS release that sea beastand get kraken
1,3,Dragatomi The thought of an allnighter makes me shudder Id be sleeping for days DAYS
1,1,More  httprapidsheyexcesseshotwebcamzinfo
2,1,DBJones25 DS shit no problem whats good didnt hit you up yesterday was in the studio all night
1,1,PurrfectBop ameenmaj akashkaysajith and ksekher adopted me to Chinmaya Its a LOng Story ippo ival chinmayayude thanga kudam aanu
1,1,RT banidohabbo UI LINDOOOOO TIRA TUDO Q andrecoca live on httptwitcamcomfcl9
2,1,RT EVRY1NOSEJadeC youngchief415 I got some cherry limeaid n the fridge whats hanenen lol
4,1,Happy birthday toooo meee  httptweetphotocom11552258
4,1,WhoaOhCharlotte yess i loved it Taylor Swift and Anne Hathaway are hilarious in it 
1,1,Just uploaded a new photo on CRAFTSU Buy and Sell Crafts httpningitaAG2Br
2,1,hattikins itll be on iPlayer in a couple of hours  you then have a week to enjoy it again
1,2,tip techmeme In Apps World Divide and Conquer Carries Risks  NYTimescom  httpnytimsak2Khs 
4,1,jameyjasta looking forward to plymouth tonight
5,1,ladygaga httptwitpiccom12qwsl  My feelings for you my superstar Little Monsters will be with you 4ever Love u more than anything
1,1,You can now download your favorite MP3s at Associates Outlet Online
2,1,Bayh retirement plan fuels GOP hope  Sen Evan Bayh Indiana Democrat said Monday that he will not seek reelecti httpowly16AAxT
2,1,We need a breakthrough in Israel Haiti needs you to be their only face of God they will ever see
3,1,GREAT NEWS Sunday messages online Check out website and share with your friends httpbitlyb5Zofr
1,4,Eeekkk Its fucking cold outside Do i really wanna go play in this shit today
1,1,Congrats StAgnesAcademy and Hope for Haiti campaign  Sr Janes jump httpbitlyduQvDP fundraising at its finest hcsm hcmktg
1,1,just repeated wat the last dub said YouTube httpyoutubehHfnXndD9Ega
1,1,Internet Caffe Dai killing field di Pol Pot alla corsa per il Congresso httptrimsu50V7 by liside
4,1,msmoore2u I love you so much BAAAHAHAH Just about everything you say and do CRACKS me up We need a date ASAP
2,1,about to have alot of bonding time with margclaire joshshidler dleethorne at the hump
1,1,How to Hire the Right Person When You Need a Family Lawyer  An Inside Look Most individuals in their lifetime will ut httpurl4eu1Q9tW
1,3,Trumpfy I hate being pushy so if you ever feel that way just tell me to STFU Since you posted the first I figured Id give you the choice
1,1,6 Dyson DC31 Handheld Vacuum httpbitly9H6KAf
3,3,wacom evernote I would realy lika a new free Wacom The one I have is OLD evernotewacom
1,1,Get More For Your Advertising Dollar With Truth2maingmoneyorg The godfather Traffic Exchange httpbitlyceMIef
1,3,okay back home and i really should be doing work but all i wanna do is sit in front of the tv some more gahhhhh
1,2,Obama Better Start Breaking Kneecaps and Time for Obama to go gangsta on GOP  the headlines from the httpbitly9BXQy4
2,1,congratulations tothe newly weds httpyfrogcomauiqttj
1,2,monicahamburg Man youre really taking an orthodox position on puns
4,1,Omg a tweet frm JLYN773 yayyyyy  Tour time Hey yawl I am her support dancer so ff her please and support cuz she has intense talent2
3,1,1Simran omg simran I found this for you in Iceland httptwitpiccom13ktkj
2,2,RT MsKChurch ChiquitaTavara Are you legally and truly married Im confusedyes papers r involved
1,2,pratheepthavara I dont think MNIK is a must watch movie
1,2,RT TachiaNewall By the way I told them that al of you were goin mad on Twitter And Marvin said Its all about them
1,2,RT SexyMinxXx daidom stop using  to differenciate sentences it wrks doesnt it
1,2,WordFlyer Even when Im at home I feel like I need to get it lol Its like my Tuesday internal clock
1,2,uncreativeboi you said that i said so but in fact i didnt how can i understand this
1,1,RT garethesque Lifetime achievement How old is he Brits
2,1,Hookah for the first time  w my girls Sharise  Kaydene  at blue lizard hookah longue httplooptustNvWQt
1,1,RT livinlime TangyTuesday Greetings 2 agingbackwards FarrukhSiddiqui alphamares thelifehackpost lorimoreno dalewild
3,2,iloveitwhenjustin doesnt reply to me DM me retweet menothing  I love him so much He never notices me One day he will I KNOW IT33
3,1,erkthajerk lmao thats funny whens this episode coming out my 5yr old is already into iCarly and em preteen shows tho Scary
3,3,JessGCC Sugar and Lemon Im having to wait until tomorrow to have pancakes its killing me hahah x
5,1,urgency MY HEART IS BURSTING FORTH IDEK I JUST LOVE YOU I DO REALLY OH MY GOD VICTORIA I FEEL LOVE
3,1,RT HoustonSchmaps Those sound sooo yummy RT jodycakes
3,1,ShadowdancerL2 There I am ready when he get the kids settled Ill go say boo
1,2,How Come the Gov Doesnt use words of Pain ie This Decision has been on him see see his reply httpscreencastcomtNmIxZTIxNmIt FLJew
1,2,Going to sleep Doing homework and watching Olympic curling and hockey all day tomorrow 330 class youll be skipped I bet
2,1,TU ANO yojopochile  Come watch and chat with me httpjustintvs044ouCmowyojopochile
3,2,I LOVE to unfollow piece of shit people who unfollow you first D
2,1,Theres No Place Like Home at The Irvine Village of Woodbury East  PRLog free press release PR Log Press Rele httpbitlybDIrgr
1,1,httpteennoticeswordpresscom
1,2,httptwitpiccom13mcup  Cleaning my room heres a b4 picture
3,1,MattEdmondson Nandos is the greatest Cant beat a bit of Spicy chicken P
3,1,planetjedward Are you gonna be in any movies shoutout to hayley and rachel  xoxoxox
1,1,affordable house and lot for sale in silang tagaytay Location Silang Metro Tagaytay Philippines
2,1,Hope you enjoy And follow hin mahesautara youll got the latest RT mayanazaya Listening to Mahesa Utara Thanks wangsadibrata ppp
1,1,RT MissBehavin sexting in america when privates go public tomorrow on MTV Check The View website for details theviewmoms
1,3,saraaziz Mastodon owwwwwwn JLS Bloody nancy boys compared to them
1,1,Carl Gladstone is selling a MessagePad 130 MessagePad 2000 a signed copy of Defying Gravity and other goodies httpxrlusbgwauw
1,2,RT DailyPinch This is what is wrong w healthcare 1172  RT moosep Last week my Dr referred me to ER for an IV The bill came in today 1172 
2,1,Dudee well went to school then i chilled and soon im going to the hallmark store to get animal braclets then gymmP
1,1,RT ElinBHeinesen Faroe Islands Review  Explore The Faroe Islands  A Fresher Country httpbitlybjTpcN via addthis
1,1,Morgen Lamb of God August burns red Between the Burried and ME und Job for a Cowboy  Ick freu mir Tropfn inne Hose
3,2,sonamakapoor sonam i love you very muchu r so beautifuli cant express iti dream about u dailyi wish i get a girlfriend like u
1,1,PreachamanTone thats a plan we can work on that httpmylocme3Vj8T
